tag3	tag1	name	autonym	source
brl		Birwa		iso639-3
brk		Birked		iso639-3
brj		Bieria		iso639-3
bri		Mokpwe		iso639-3
brh		Brahui	براہوئی‎ (brāhūʾī)	cldr, ethnologue
brg		Baure	Baure	iso639-3, ethnologue
brf		Bera	Kibira	iso639-3, ethnologue
brd		Baraamu		iso639-3
brc		Berbice Creole Dutch		iso639-3
brb		Lave		iso639-3
bra		Braj		cldr
bqz		Bakaka		iso639-3
bqy		Bengkala Sign Language		iso639-3
bqx		Baangi		iso639-3
bqw		Buru (Nigeria)		iso639-3
bqv		Koro Wachi		iso639-3
bqu		Boguru		iso639-3
bqt		Bamukumbit		iso639-3
bqs		Bosngun		iso639-3
bqr		Burusu		iso639-3
bqq		Biritai		iso639-3
bqp		Busa	Bisã	iso639-3, ethnologue
bqo		Balo		iso639-3
bqn		Bulgarian Sign Language		iso639-3
bqm		Wumboko		iso639-3
bql		Bilakura		iso639-3
bqk		Banda-Mbrès		iso639-3
bqj		Bandial	Gubanjalay	iso639-3, ethnologue
bqi		Bakhtiari	بختیاری‎ (Bakhtiâri)	cldr, ethnologue
bqh		Baima		iso639-3
bqg		Bago-Kusuntu		iso639-3
bqf		Baga Kaloum		iso639-3
bqd		Bung		iso639-3
bqc		Boko (Benin)		iso639-3
bqb		Bagusa		iso639-3
bqa		Tchumbuli		iso639-3
bpz		Bilba		iso639-3
bpy		Bishnupriya		cldr
bpx		Palya Bareli		iso639-3
bpw		Bo (Papua New Guinea)		iso639-3
bpv		Bian Marind		iso639-3
bpu		Bongu		iso639-3
bpt		Barrow Point		iso639-3
bps		Sarangani Blaan		iso639-3
bpr		Koronadal Blaan		iso639-3
bpq		Banda Malay		iso639-3
bpp		Kaure		iso639-3
bpo		Anasi		iso639-3
bpn		Dzao Min		iso639-3
bpm		Biyom		iso639-3
bpl		Broome Pearling Lugger Pidgin		iso639-3
bpk		Orowe		iso639-3
bpj		Binji		iso639-3
bpi		Bagupi		iso639-3
bph		Botlikh		iso639-3
bpg		Bonggo		iso639-3
bpd		Banda-Banda		iso639-3
bpb		Barbacoas		iso639-3
bpa		Daakaka	Daakaka	iso639-3, ethnologue
boz		Tiéyaxo Bozo	Tieyaxo	iso639-3, ethnologue
boy		Bodo (Central African Republic)		iso639-3
box		Buamu	Buamu	iso639-3, ethnologue
bow		Rema		iso639-3
bov		Tuwuli		iso639-3
bou		Bondei		iso639-3
bot		Bongo		iso639-3
bor		Borôro	Boe Wadáru	iso639-3, ethnologue
boq		Bogaya		iso639-3
bop		Bonkiman		iso639-3
boo		Tiemacèwè Bozo		iso639-3
bon		Bine		iso639-3
bom		Berom		iso639-3
bol		Bole		iso639-3
bok		Bonjo		iso639-3
boj		Anjam	Anjam	iso639-3, ethnologue
boi		Barbareño		iso639-3
boh		Boma		iso639-3
bog		Bamako Sign Language		iso639-3
bof		Bolon		iso639-3
boe		Mundabli		iso639-3
bob		Aweer		iso639-3
boa		Bora	Booraa, Miamunaa	iso639-3, ethnologue
bnz		Beezen		iso639-3
bny		Bintulu		iso639-3
bnx		Bangubangu		iso639-3
bnw		Bisis		iso639-3
bnv		Bonerif		iso639-3
bnu		Bentong		iso639-3
bos	bs	Bosnian	bosanski	cldr
beo		Beami		iso639-3
bep		Besoa		iso639-3
beq		Beembe		iso639-3
bes		Besme		iso639-3
bet		Guiberoua Béte		iso639-3
beu		Blagar		iso639-3
bev		Daloa Bété		iso639-3
bew		Betawi		cldr
bex		Jur Modo		iso639-3
bey		Beli (Papua New Guinea)		iso639-3
bez		Bena	Hibena	cldr
bfa		Bari	Kuku	iso639-3, ethnologue
bfb		Pauri Bareli		iso639-3
bfc		Panyi Bai		iso639-3
bfd		Bafut		cldr
bfe		Betaf		iso639-3
bff		Bofi		iso639-3
bfg		Busang Kayan		iso639-3
bfh		Blafe		iso639-3
bfi		British Sign Language		iso639-3
bfj		Bafanji	Chufie’	iso639-3, ethnologue
bfk		Ban Khor Sign Language		iso639-3
bfl		Banda-Ndélé		iso639-3
bfm		Mmen		iso639-3
bfn		Bunak		iso639-3
bfo		Malba Birifor		iso639-3
bfp		Beba		iso639-3
bfq		Badaga	Badaga, ಬಡಗ‎ (Badaga)	cldr, ethnologue
bfr		Bazigar		iso639-3
bfs		Southern Bai	白语‎ (Baip‧ngvp‧zix)	iso639-3, ethnologue
bft		Balti	بلتی‎ (Baltī), སྦལ་འཐུས་‎ (Balti)	iso639-3, ethnologue
bfu		Gahri		iso639-3
bfw		Bondo		iso639-3
bfx		Bantayanon		iso639-3
bfy		Bagheli	बघेली‎ (Bagheli)	iso639-3, ethnologue
bfz		Mahasu Pahari		iso639-3
bga		Gwamhi-Wuri		iso639-3
bgb		Bobongko		iso639-3
bgc		Haryanvi	हरियाणवी‎ (Hariyāṇvī), हिंदी‎ (Hindi)	iso639-3, ethnologue
bgd		Rathwi Bareli	बरेली‎ (Bareli)	iso639-3, ethnologue
bge		Bauria		iso639-3
bgf		Bangandu		iso639-3
bgg		Bugun	Bugun	iso639-3, ethnologue
bgi		Giangan		iso639-3
bgj		Bangolan		iso639-3
bgk		Bit		iso639-3
bgl		Bo (Laos)		iso639-3
bgn		Western Balochi	بلوچی (رخشانی)	cldr
bgo		Baga Koga		iso639-3
bgp		Eastern Balochi	بلوچی‎ (Balōčī), بلوچی زبان‎ (Balōčī Zubān)	iso639-3, ethnologue
bgq		Bagri	बागड़ी‎ (Bagri)	iso639-3, ethnologue
bgr		Bawm Chin		iso639-3
bgs		Tagabawa	Bagobo	iso639-3, ethnologue
bgt		Bughotu		iso639-3
bgu		Mbongno		iso639-3
bgv		Warkay-Bipim		iso639-3
bgw		Bhatri		iso639-3
bgx		Balkan Gagauz Turkish		iso639-3
bgy		Benggoi		iso639-3
bgz		Banggai		iso639-3
bha		Bharia		iso639-3
bhb		Bhili	भीली‎ (Bhīlī)	iso639-3, ethnologue
bhc		Biga		iso639-3
bhd		Bhadrawahi	भद्रवाही‎ (Bhadrawahi)	iso639-3, ethnologue
bhe		Bhaya		iso639-3
bhf		Odiai		iso639-3
bhg		Binandere		iso639-3
bhh		Bukharic		iso639-3
bhi		Bhilali		iso639-3
bhj		Bahing		iso639-3
bhl		Bimin		iso639-3
bhm		Bathari		iso639-3
bhn		Bohtan Neo-Aramaic		iso639-3
bho		Bhojpuri	भोजपुरी‎ (Bhōjpurī)	cldr, ethnologue
bhp		Bima		iso639-3
bhq		Tukang Besi South		iso639-3
bhr		Bara Malagasy		iso639-3
bhs		Buwal	Buwal	iso639-3, ethnologue
bht		Bhattiyali		iso639-3
bhu		Bhunjia		iso639-3
bhv		Bahau		iso639-3
bhw		Biak	Wós Kovedi, Wós Vyak	iso639-3, ethnologue
bhx		Bhalay		iso639-3
bhy		Bhele		iso639-3
bhz		Bada (Indonesia)		iso639-3
bia		Badimaya		iso639-3
bib		Bissa		iso639-3
bic		Bikaru		iso639-3
bid		Bidiyo		iso639-3
bie		Bepour		iso639-3
bif		Biafada		iso639-3
big		Biangai	Biangai	iso639-3, ethnologue
bij		Vaghat-Ya-Bijim-Legeri		iso639-3
bik		Bikol		cldr
bil		Bile		iso639-3
bim		Bimoba		iso639-3
bin		Bini	Edo	cldr, ethnologue
bio		Nai		iso639-3
bip		Bila		iso639-3
biq		Bipi		iso639-3
bir		Bisorio		iso639-3
bit		Berinomo		iso639-3
biu		Biete		iso639-3
biv		Southern Birifor		iso639-3
biw		Kol (Cameroon)	Bòkól	iso639-3, ethnologue
bix		Bijori		iso639-3
biy		Birhor		iso639-3
biz		Baloi		iso639-3
bja		Budza		iso639-3
bjb		Banggarla		iso639-3
bjc		Bariji		iso639-3
bje		Biao-Jiao Mien		iso639-3
bjf		Barzani Jewish Neo-Aramaic		iso639-3
bjg		Bidyogo		iso639-3
bjh		Bahinemo	Bahinemo	iso639-3, ethnologue
bji		Burji		iso639-3
bjj		Kanauji	देहाती‎ (Dehati), हिन्दी‎ (Hindi)	iso639-3, ethnologue
bjk		Barok		iso639-3
bjl		Bulu (Papua New Guinea)		iso639-3
bjm		Bajelani		iso639-3
bjn		Banjar	بنجر‎ (Banjar)	cldr, ethnologue
bjo		Mid-Southern Banda		iso639-3
bjp		Fanamaket		iso639-3
bjr		Binumarien	Binumarien	iso639-3, ethnologue
bjs		Bajan		iso639-3
bjt		Balanta-Ganja		iso639-3
bju		Busuu		iso639-3
bjv		Bedjond	Bedjond, Nangnda	iso639-3, ethnologue
bjw		Bakwé		iso639-3
bjx		Banao Itneg		iso639-3
bjy		Bayali		iso639-3
bjz		Baruga		iso639-3
bka		Kyak		iso639-3
bkc		Baka (Cameroon)		iso639-3
bkd		Binukid	Binukid	iso639-3, ethnologue
bkf		Beeke		iso639-3
bkg		Buraka		iso639-3
bkh		Bakoko		iso639-3
bki		Baki	Baki	iso639-3, ethnologue
bkj		Pande		iso639-3
bkk		Brokskat		iso639-3
bkl		Berik		iso639-3
bkm		Kom	Itangikom	cldr, ethnologue
bkn		Bukitan		iso639-3
bko		Kwa'		iso639-3
bkp		Boko (Democratic Republic of Congo)		iso639-3
bkq		Bakairí	Kurâ	iso639-3, ethnologue
bkr		Bakumpai		iso639-3
bks		Northern Sorsoganon		iso639-3
bkt		Boloki		iso639-3
bku		Buhid		iso639-3
bkv		Bekwarra		iso639-3
bkw		Bekwel		iso639-3
bkx		Baikeno	Baikeno, Uab Metô	iso639-3, ethnologue
bky		Bokyi		iso639-3
bkz		Bungku		iso639-3
bla		Siksika	ᓱᖽᐧᖿ‎ (Siksiká)	cldr, ethnologue
blb		Bilua		iso639-3
blc		Bella Coola		iso639-3
bld		Bolango		iso639-3
ble		Balanta-Kentohe		iso639-3
blf		Buol	Apadu Vuolo	iso639-3, ethnologue
blg		Balau		iso639-3
blh		Kuwaa		iso639-3
bli		Bolia		iso639-3
blj		Bolongan		iso639-3
blk		Pa'o Karen		iso639-3
bll		Biloxi		iso639-3
blm		Beli (Sudan)	Beli	iso639-3, ethnologue
bln		Southern Catanduanes Bikol		iso639-3
blo		Anii	Anii	iso639-3, ethnologue
blp		Blablanga		iso639-3
blq		Baluan-Pam		iso639-3
blr		Blang		iso639-3
bls		Balaesang		iso639-3
blt		Tai Dam	ꪼꪕꪒꪾ	cldr, iso639-3
blv		Kibala		iso639-3
blw		Balangao		iso639-3
blx		Mag-Indi Ayta		iso639-3
bly		Notre		iso639-3
blz		Balantak		iso639-3
bma		Lame		iso639-3
bmb		Bembe		iso639-3
bmc		Biem		iso639-3
bmd		Baga Manduri		iso639-3
bme		Limassa		iso639-3
bmf		Bom-Kim		iso639-3
bmg		Bamwe		iso639-3
bmh		Kein		iso639-3
bmi		Bagirmi	Barma	iso639-3, ethnologue
bmj		Bote-Majhi		iso639-3
bmk		Ghayavi		iso639-3
bml		Bomboli		iso639-3
bmm		Northern Betsimisaraka Malagasy		iso639-3
bmn		Bina (Papua New Guinea)		iso639-3
bmo		Bambalang	Chrambo, Mboyakum	iso639-3, ethnologue
bmp		Bulgebi		iso639-3
bmq		Bomu	Bomu, Boré	iso639-3, ethnologue
bmr		Muinane		iso639-3
bms		Bilma Kanuri		iso639-3
bmt		Biao Mon		iso639-3
bmu		Somba-Siawari	Mindik, Somba-Siawari	iso639-3, ethnologue
bmv		Bum	Bum	iso639-3, ethnologue
bmw		Bomwali		iso639-3
bmx		Baimak		iso639-3
bmz		Baramu		iso639-3
bna		Bonerate		iso639-3
bnb		Bookan		iso639-3
bnc		Bontok		iso639-3
bnd		Banda (Indonesia)		iso639-3
bne		Bintauna		iso639-3
bnf		Masiwang		iso639-3
bng		Benga		iso639-3
bni		Bangi		iso639-3
bnj		Eastern Tawbuid		iso639-3
bnk		Bierebo		iso639-3
bnl		Boon		iso639-3
bnm		Batanga		iso639-3
bnn		Bunun	Bunun	iso639-3, ethnologue
bno		Bantoanon	Binisaya, Bisaya	iso639-3, ethnologue
bnp		Bola		iso639-3
bnq		Bantik		iso639-3
bnr		Butmas-Tur		iso639-3
bns		Bundeli	बुन्देली‎ (Bundeli)	iso639-3, ethnologue
lsg		Lyons Sign Language		iso639-3
cat	ca	Catalan	català	cldr
cas		Tsimané		iso639-3
car		Carib	Kari’na auran, Kari’ña	cldr, ethnologue
caq		Car Nicobarese		iso639-3
cap		Chipaya	Chipaya	iso639-3, ethnologue
cao		Chácobo		iso639-3
can		Chambri		iso639-3
cam		Cemuhî	Cemuhî	iso639-3, ethnologue
cal		Carolinian		iso639-3
cak		Kaqchikel		iso639-3
caj		Chané		iso639-3
cah		Cahuarano		iso639-3
cag		Nivaclé	Guisnai	iso639-3, ethnologue
caf		Southern Carrier		iso639-3
cae		Lehar		iso639-3
cad		Caddo		cldr
cac		Chuj	Koti’	iso639-3, ethnologue
cab		Garifuna		iso639-3
caa		Chortí		iso639-3
bzz		Evant		iso639-3
bzy		Obanliku		iso639-3
bzx		Kɛlɛngaxo Bozo		iso639-3
bzw		Basa (Nigeria)		iso639-3
bzv		Naami	Naami	iso639-3, ethnologue
bzu		Burmeso		iso639-3
bzt		Brithenig		iso639-3
bzs		Brazilian Sign Language		iso639-3
bzr		Biri		iso639-3
bzq		Buli (Indonesia)		iso639-3
bzp		Kemberano		iso639-3
bzo		Bozaba		iso639-3
bzn		Boano (Maluku)		iso639-3
bzm		Bolondo		iso639-3
bzl		Boano (Sulawesi)		iso639-3
bzk		Nicaragua Creole English	Creole	iso639-3, ethnologue
bzj		Belize Kriol English	Kriol	iso639-3, ethnologue
bzi		Bisu	Mbisu	iso639-3, ethnologue
bzh		Mapos Buang		iso639-3
bzg		Babuza		iso639-3
bzf		Boikin		iso639-3
bze		Jenaama Bozo		iso639-3
bzd		Bribri	Bribri	iso639-3, ethnologue
bzc		Southern Betsimisaraka Malagasy		iso639-3
bzb		Andio		iso639-3
bza		Bandi		iso639-3
byz		Banaro		iso639-3
byx		Qaqet		iso639-3
byw		Belhariya		iso639-3
byv		Medumba	Medumba	cldr, ethnologue
byt		Berti		iso639-3
bys		Burak		iso639-3
byr		Baruya		iso639-3
byq		Basay		iso639-3
byp		Bumaji		iso639-3
byo		Biyo		iso639-3
byn		Blin	ብሊን	cldr
bym		Bidyara		iso639-3
byl		Bayono		iso639-3
byk		Biao		iso639-3
byj		Bina (Nigeria)		iso639-3
byi		Buyu		iso639-3
byh		Bhujel		iso639-3
byg		Baygo		iso639-3
byf		Bete		iso639-3
bye		Pouye		iso639-3
byd		Benyadu'		iso639-3
byc		Ubaghara		iso639-3
byb		Bikya		iso639-3
bya		Batak		iso639-3
bxz		Binahari		iso639-3
bxw		Bankagooma		iso639-3
bxv		Berakou		iso639-3
bxu		China Buriat		iso639-3
bxs		Busam		iso639-3
bxr		Russia Buriat		iso639-3
bxq		Beele		iso639-3
bxp		Bebil		iso639-3
bxo		Barikanchi		iso639-3
bxn		Burduna		iso639-3
bxm		Mongolia Buriat		iso639-3
bxl		Jalkunan		iso639-3
bxk		Bukusu		iso639-3
bxj		Bayungu		iso639-3
bxi		Pirlatapa		iso639-3
bxh		Buhutu	Buhutu	iso639-3, ethnologue
bxg		Bangala	Bangala	iso639-3, ethnologue
bxf		Bilur		iso639-3
bxe		Birale		iso639-3
bxd		Pela		iso639-3
bxc		Molengue		iso639-3
bxb		Belanda Bor		iso639-3
bxa		Tairaha		iso639-3
bwz		Bwisi		iso639-3
bwy		Cwi Bwamu		iso639-3
bwx		Bu-Nao Bunu		iso639-3
bww		Bwa		iso639-3
bwu		Buli (Ghana)	Builsa	iso639-3, ethnologue
bwt		Bafaw-Balong		iso639-3
bws		Bomboma		iso639-3
bwr		Bura-Pabir		iso639-3
bwq		Southern Bobo Madaré	Boboda	iso639-3, ethnologue
bwp		Mandobo Bawah		iso639-3
bwo		Boro (Ethiopia)	Borna	iso639-3, ethnologue
bwn		Wunai Bunu		iso639-3
bwm		Biwat		iso639-3
bwl		Bwela		iso639-3
bwk		Bauwaki		iso639-3
bwj		Láá Láá Bwamu		iso639-3
bwi		Baniwa		iso639-3
bwh		Bishuo		iso639-3
bwg		Barwe		iso639-3
bwf		Boselewa		iso639-3
bwe		Bwe Karen		iso639-3
bwd		Bwaidoka		iso639-3
bwc		Bwile		iso639-3
bwb		Namosi-Naitasiri-Serua		iso639-3
bwa		Bwatoo		iso639-3
bvz		Bauzi		iso639-3
bvy		Baybayanon		iso639-3
bvx		Dibole		iso639-3
bvw		Boga		iso639-3
bvv		Baniva		iso639-3
bvu		Bukit Malay		iso639-3
bvt		Bati (Indonesia)		iso639-3
bvr		Burarra		iso639-3
bvq		Birri		iso639-3
bvp		Bumang		iso639-3
bvo		Bolgo		iso639-3
bvn		Buna		iso639-3
bvm		Bamunka	Niemeng	iso639-3, ethnologue
bvl		Bolivian Sign Language		iso639-3
bvk		Bukat		iso639-3
bvj		Baan		iso639-3
bvi		Belanda Viri	Viri	iso639-3, ethnologue
bvh		Bure		iso639-3
bvg		Bonkeng		iso639-3
bvf		Boor		iso639-3
bve		Berau Malay		iso639-3
bvd		Baeggu		iso639-3
bvc		Baelelea		iso639-3
bvb		Bube		iso639-3
bva		Barein		iso639-3
buz		Bukwen		iso639-3
buy		Bullom So		iso639-3
bux		Boghom		iso639-3
buw		Bubi		iso639-3
buv		Bun		iso639-3
buu		Budu		iso639-3
but		Bungain		iso639-3
bus		Bokobaru	Zogben	iso639-3, ethnologue
buq		Brem		iso639-3
bup		Busoa		iso639-3
buo		Terei		iso639-3
bun		Sherbro		iso639-3
bum		Bulu		cldr
cdy		Chadong		iso639-3
wol	wo	Wolof	Wolof	cldr
wok		Longto		iso639-3
woi		Kamang		iso639-3
wln	wa	Walloon		cldr
vol	vo	Volapük	Volapük	cldr
vie	vi	Vietnamese	Tiếng Việt	cldr
ven	ve	Venda	Tshivenḓa	cldr
uzb	uz	Uzbek	o‘zbek	cldr
urd	ur	Urdu	اردو	cldr
ukr	uk	Ukrainian	українська	cldr
uig	ug	Uyghur	ئۇيغۇرچە	cldr
tah	ty	Tahitian	Reo Tahiti	cldr, ethnologue
twi	tw	Twi		cldr
tat	tt	Tatar	татар	cldr
tso	ts	Tsonga	Xitsonga	cldr
tur	tr	Turkish	Türkçe	cldr
ton	to	Tongan	lea fakatonga	cldr
tsn	tn	Tswana	Setswana	cldr
tgl	tl	Tagalog	Tagalog	cldr, ethnologue
tuk	tk	Turkmen	Türkmen dili	cldr
tir	ti	Tigrinya	ትግርኛ	cldr
tha	th	Thai	ไทย	cldr
tgk	tg	Tajik	тоҷикӣ	cldr
tel	te	Telugu	తెలుగు	cldr
tam	ta	Tamil	தமிழ்	cldr
swa	sw	Swahili	Kiswahili	cldr
swe	sv	Swedish	svenska	cldr
sun	su	Sundanese	Sunda	cldr, ethnologue
sot	st	Southern Sotho	Sesotho	cldr
ssw	ss	Swati	siSwati	cldr
srp	sr	Serbian	српски	cldr
sqi	sq	Albanian	shqip	cldr
som	so	Somali	Soomaali	cldr
sna	sn	Shona	chiShona	cldr
smo	sm	Samoan	Gagana Samoa	cldr, ethnologue
slv	sl	Slovenian	slovenščina	cldr
slk	sk	Slovak	slovenčina	cldr
sin	si	Sinhala	සිංහල	cldr
hbs	sh	Serbo-Croatian		cldr
sag	sg	Sango	Sängö	cldr
sme	se	Northern Sami	davvisámegiella	cldr
snd	sd	Sindhi	سنڌي	cldr
srd	sc	Sardinian		cldr
san	sa	Sanskrit	संस्कृत भाषा	cldr
kin	rw	Kinyarwanda	Kinyarwanda	cldr
rus	ru	Russian	русский	cldr
ron	ro	Romanian	română	cldr
run	rn	Rundi	Ikirundi	cldr
roh	rm	Romansh	rumantsch	cldr
que	qu	Quechua	Runasimi	cldr
por	pt	Portuguese	português	cldr
pus	ps	Pashto	پښتو	cldr
pol	pl	Polish	polski	cldr
pli	pi	Pali		cldr
pan	pa	Punjabi	ਪੰਜਾਬੀ	cldr
oss	os	Ossetic	ирон	cldr
ori	or	Odia	ଓଡ଼ିଆ	cldr
orm	om	Oromo	Oromoo	cldr
oji	oj	Ojibwa		cldr
oci	oc	Occitan	occitan	cldr
nya	ny	Nyanja	Chichewa, chiCheŵa‎ (Chichewa), chiNyanja	cldr, ethnologue
nav	nv	Navajo	Diné	cldr, ethnologue
nbl	nr	South Ndebele	isiNdebele	cldr
nor	no	Norwegian	Norsk	cldr, ethnologue
nno	nn	Norwegian Nynorsk	nynorsk	cldr
nld	nl	Dutch	Nederlands	cldr
ndo	ng	Ndonga		cldr
nep	ne	Nepali	नेपाली	cldr
nde	nd	North Ndebele	isiNdebele	cldr
nob	nb	Norwegian Bokmål	norsk bokmål	cldr
nau	na	Nauru		cldr
mya	my	Burmese	မြန်မာ	cldr
mlt	mt	Maltese	Malti	cldr
msa	ms	Malay	Melayu	cldr
mar	mr	Marathi	मराठी	cldr
mon	mn	Mongolian	монгол	cldr
mal	ml	Malayalam	മലയാളം	cldr
mkd	mk	Macedonian	македонски	cldr
mri	mi	Maori	te reo Maori	cldr, ethnologue
mah	mh	Marshallese		cldr
mlg	mg	Malagasy	Malagasy	cldr
lav	lv	Latvian	latviešu	cldr
lub	lu	Luba-Katanga	Tshiluba	cldr
lit	lt	Lithuanian	lietuvių	cldr
lao	lo	Lao	ລາວ	cldr
lin	ln	Lingala	lingála	cldr
lim	li	Limburgish	Limbourgeois, Limburgs	cldr, ethnologue
lug	lg	Ganda	Luganda	cldr
ltz	lb	Luxembourgish	Lëtzebuergesch	cldr
lat	la	Latin		cldr
kir	ky	Kyrgyz	кыргызча	cldr
cor	kw	Cornish	kernewek	cldr
kom	kv	Komi		cldr
kur	ku	Kurdish	kurdî	cldr
kas	ks	Kashmiri	کٲشُر	cldr
kau	kr	Kanuri		cldr
kor	ko	Korean	한국어	cldr
kan	kn	Kannada	ಕನ್ನಡ	cldr
khm	km	Khmer	ខ្មែរ	cldr
kal	kl	Kalaallisut	kalaallisut	cldr
kaz	kk	Kazakh	қазақ тілі	cldr
kua	kj	Kuanyama	Oshikwanyama	cldr, ethnologue
kik	ki	Kikuyu	Gikuyu	cldr
kon	kg	Kongo		cldr
kat	ka	Georgian	ქართული	cldr
jav	jv	Javanese	Basa Jawa	cldr
jpn	ja	Japanese	日本語	cldr
iku	iu	Inuktitut	ᐃᓄᒃᑎᑐᑦ	cldr
ita	it	Italian	italiano	cldr
isl	is	Icelandic	íslenska	cldr
ido	io	Ido		cldr
ipk	ik	Inupiaq		cldr
iii	ii	Sichuan Yi	ꆈꌠꉙ	cldr
ibo	ig	Igbo	Igbo	cldr
ile	ie	Interlingue		cldr
ind	id	Indonesian	Indonesia	cldr
ina	ia	Interlingua	interlingua	cldr
her	hz	Herero		cldr
hye	hy	Armenian	հայերեն	cldr
hun	hu	Hungarian	magyar	cldr
hat	ht	Haitian Creole	Ayisyen, Kreyòl	cldr, ethnologue
hrv	hr	Croatian	hrvatski	cldr
hmo	ho	Hiri Motu		cldr
hin	hi	Hindi	हिन्दी	cldr
heb	he	Hebrew	עברית	cldr
hau	ha	Hausa	Hausa	cldr
glv	gv	Manx	Gaelg	cldr
guj	gu	Gujarati	ગુજરાતી	cldr
grn	gn	Guarani		cldr
glg	gl	Galician	galego	cldr
gla	gd	Scottish Gaelic	Gàidhlig	cldr
gle	ga	Irish	Gaeilge	cldr
fry	fy	Western Frisian	Frysk	cldr
fra	fr	French	français	cldr
fao	fo	Faroese	føroyskt	cldr
fij	fj	Fijian		cldr
fin	fi	Finnish	suomi	cldr
ful	ff	Fulah	Pulaar	cldr
fas	fa	Persian	فارسی	cldr
eus	eu	Basque	euskara	cldr
est	et	Estonian	eesti	cldr
spa	es	Spanish	español	cldr
epo	eo	Esperanto	esperanto	cldr
eng	en	English	English	cldr
ell	el	Greek	Ελληνικά	cldr
ewe	ee	Ewe	Eʋegbe	cldr
dzo	dz	Dzongkha	རྫོང་ཁ	cldr
div	dv	Divehi	ދިވެހިބަސް	cldr
deu	de	German	Deutsch	cldr
dan	da	Danish	dansk	cldr
cym	cy	Welsh	Cymraeg	cldr
chv	cv	Chuvash	Чӑвашла	cldr
chu	cu	Church Slavic	церковнослове́нскїй	cldr
ces	cs	Czech	čeština	cldr
cre	cr	Cree		cldr
cos	co	Corsican	Corsu	cldr, ethnologue
cha	ch	Chamorro	Chamorru	cldr, ethnologue
cav		Cavineña		iso639-3
caw		Callawalla		iso639-3
cax		Chiquitano		iso639-3
cay		Cayuga		cldr
caz		Canichana		iso639-3
cbb		Cabiyarí		iso639-3
cbc		Carapana		iso639-3
cbd		Carijona		iso639-3
cbg		Chimila		iso639-3
cbi		Chachi	Cha’Palaa	iso639-3, ethnologue
cbj		Ede Cabe		iso639-3
cbk		Chavacano		iso639-3
cbl		Bualkhaw Chin		iso639-3
cbn		Nyahkur		iso639-3
cbo		Izora		iso639-3
cbq		Tsucuba		iso639-3
cbr		Cashibo-Cacataibo	Kakataibo-Kashibo	iso639-3, ethnologue
cbs		Cashinahua		iso639-3
cbt		Chayahuita		iso639-3
cbu		Candoshi-Shapra		iso639-3
cbv		Cacua		iso639-3
cbw		Kinabalian		iso639-3
cby		Carabayo		iso639-3
cca		Cauca		iso639-3
ccc		Chamicuro		iso639-3
ccd		Cafundo Creole		iso639-3
cce		Chopi		iso639-3
ccg		Samba Daka		iso639-3
cch		Atsam		cldr
ccj		Kasanga		iso639-3
ccl		Cutchi-Swahili		iso639-3
ccm		Malaccan Creole Malay		iso639-3
cco		Comaltepec Chinantec	Jmii’	iso639-3, ethnologue
ccp		Chakma	𑄌𑄋𑄴𑄟𑄳𑄦	cldr
ccr		Cacaopera		iso639-3
cda		Choni		iso639-3
cde		Chenchu		iso639-3
cdf		Chiru		iso639-3
cdg		Chamari		iso639-3
cdh		Chambeali		iso639-3
cdi		Chodri		iso639-3
cdj		Churahi		iso639-3
cdm		Chepang		iso639-3
cdn		Chaudangsi		iso639-3
cdo		Min Dong Chinese	平話‎ (Bangua), 闽东话‎ (Mindongyu)	iso639-3, ethnologue
cdr		Cinda-Regi-Tiyal		iso639-3
cds		Chadian Sign Language		iso639-3
wog		Wogamusin		iso639-3
cdz		Koda		iso639-3
cea		Lower Chehalis		iso639-3
ceb		Cebuano	Binisaya	cldr, ethnologue
ceg		Chamacoco	Yshyr Ybytoso	iso639-3, ethnologue
cek		Eastern Khumi Chin		iso639-3
cen		Cen		iso639-3
cet		Centúúm		iso639-3
cfa		Dijim-Bwilim		iso639-3
cfd		Cara		iso639-3
cfg		Como Karim		iso639-3
cfm		Falam Chin	Falam Chin	iso639-3, ethnologue
cga		Changriwa		iso639-3
cgc		Kagayanen	Kagayanen	iso639-3, ethnologue
cgg		Chiga	Rukiga	cldr
cgk		Chocangacakha		iso639-3
chb		Chibcha		cldr
chc		Catawba		iso639-3
chd		Highland Oaxaca Chontal	Tsome	iso639-3, ethnologue
chf		Tabasco Chontal	Yocot’an	iso639-3, ethnologue
chg		Chagatai		cldr
chh		Chinook		iso639-3
chj		Ojitlán Chinantec	Jmiih kia’ dzä ‘vï ï, Jujmi	iso639-3, ethnologue
chk		Chuukese		cldr
chl		Cahuilla		iso639-3
chm		Mari		cldr
chn		Chinook Jargon	Chinuk Wawa	cldr, ethnologue
cho		Choctaw		cldr
chp		Chipewyan		cldr
chq		Quiotepec Chinantec	juu jmiih	iso639-3, ethnologue
chr		Cherokee	ᏣᎳᎩ	cldr
cht		Cholón		iso639-3
chw		Chuwabu		iso639-3
chx		Chantyal		iso639-3
chy		Cheyenne		cldr
chz		Ozumacín Chinantec	Jumi dsa mojai, Juujmii	iso639-3, ethnologue
cia		Cia-Cia		iso639-3
cib		Ci Gbe		iso639-3
cic		Chickasaw		iso639-3
cid		Chimariko		iso639-3
cie		Cineni		iso639-3
cih		Chinali		iso639-3
cik		Chitkuli Kinnauri		iso639-3
cim		Cimbrian		iso639-3
cin		Cinta Larga		iso639-3
cip		Chiapanec		iso639-3
